index_items,product_name,category_name,sub_category,brand_name,sale_price,market_price,type_product,rating_product,price_segment
12735,Healthy & Tasty - Refined Sunflower Oil,Foodgrains Oil & Masala,Edible Oils & Ghee,Emami,174,210,Sunflower Rice Bran Oil,4.2,Medium
12739,Fruit Medley Green Leaf Tea,Beverages,Tea,FabBox,201,201,Leaf & Dust Tea,,Medium
12784,Drinking Chocolate,Gourmet & World Food,Cooking & Baking Needs,Puramate,36,40,Cooking Chocolate Cocoa,,Low
12785,Lex Cream Sandwich Biscuits - Cheese Flavour,Gourmet & World Food,Chocolates & Biscuits,Samudra,120,120,Cookies Biscotti Wafer,4.2,Medium
12838,Sparkling Water - Club Soda,Beverages,Energy & Soft Drinks,Kinley,20,20,Soda & Cocktail Mix,4.2,Low
12839,V5 Pen - Blue Black & Red,Cleaning & Household,Stationery,Pilot,150,150,Pen Pencils,3.3,Medium
12891,Soda - The Club,Beverages,Energy & Soft Drinks,Bisleri,18,18,Soda & Cocktail Mix,4.2,Low
12892,Fragrance Body Spray - Cool Blue,Beauty & Hygiene,Men's Grooming,Park avenue,179.1,199,Men's Deodorants,4,Medium
12997,Fried Gram/Huri Kadale,Foodgrains Oil & Masala,Dals & Pulses,bb Royal,29,40,Urad & Other Dals,4,Low
12998,Sesame Chikkis,Snacks & Branded Foods,Indian Mithai,IndiSecrets,55,75,Chikki & Gajjak,,Low
12999,Rapid Wrinkle Repair Night Cream,Beauty & Hygiene,Skin Care,Neutrogena,1125,1250,Face Care,3.4,High
13002,Ground Coffee - Club,Gourmet & World Food,Drinks & Beverages,Lavazza,750,750,Coffee & Pre-Mix,,High
13051,Fry Pan - Aluminium,Kitchen Garden & Pets,Cookware & Non Stick,Namoo,449,505,Kadai & Fry Pans,3.6,Medium
13052,Stainless Steel Contura Induction Compatible Pressure Cooker - Silver SSC20,Kitchen Garden & Pets,Cookware & Non Stick,Hawkins,2352,2450,Pressure Cookers,3.8,High
13053,Germ Protection Hand Sanitizer,Beauty & Hygiene,Bath & Hand Wash,Godrej Protekt,187.5,250,Hand Wash & Sanitizers,3.6,Medium
13105,Fashion Straightener Strong,Beauty & Hygiene,Hair Care,Wellastrate,400,400,Tools & Accessories,3,Medium
13106,Herbal Body Wash,Beauty & Hygiene,Bath & Hand Wash,Wild Ideas,160,160,Shower Gel & Body Wash,4.5,Medium
13107,Nilgiris Green Teabags - Koen Organic Rose,Beverages,Tea,Teamonk,250,500,Tea Bags,3.3,Medium
13108,Jus Amazin Cashew Butter - Salted Caramel 125G + Fresho Multigrain Bread 200G,Gourmet & World Food,Sauces Spreads & Dips,bb Combo,314,329,Jams Marmalade Spreads,,Medium
13122,Cheese Cubes,Bakery Cakes & Dairy,Dairy,Milky Mist,109,135,Cheese,4.1,Medium
13159,Opalware Classique Quarter Plate Set - Dazzle Purple,Kitchen Garden & Pets,Crockery & Cutlery,Laopala Diva,510,510,Plates & Bowls,1,High
13160,Organics - SoyaÃƒâ€šÃ‚ RichÃƒâ€šÃ‚ TripleÃƒâ€šÃ‚ ActionÃƒâ€šÃ‚ Conditiner,Beauty & Hygiene,Hair Care,Azafran,112.5,150,Shampoo & Conditioner,,Medium
13212,Healthy Ragi Chips,Gourmet & World Food,Snacks Dry Fruits Nuts,Graminway,99,99,Nachos & Chips,4.2,Low
13213,Premium Perfume - Icon,Beauty & Hygiene,Fragrances & Deos,Park avenue,210,240,Perfume,3.9,Medium
13266,Decorative Party Light Golden Bell String LED Light 7 M - Multicolour,Kitchen Garden & Pets,Appliances & Electricals,Lexton,415,1999,CFL & Led Bulbs,4.4,Medium
13267,Ultrathin Sensitive Toothbrush - Black,Beauty & Hygiene,Oral Care,Oral-B,140,140,Toothbrush,4.2,Medium
13268,Organic Brown Rice Atta,Foodgrains Oil & Masala,Organic Staples,bb Royal,44,45,Organic Flours,,Low
13270,Classic Pressure Cooker - Silver CL12,Kitchen Garden & Pets,Cookware & Non Stick,Hawkins,3048,3175,Pressure Cookers,,High
13271,Buckwheat Seeds,Gourmet & World Food,Cooking & Baking Needs,GoodDiet,175,275,Quinoa & Grains,,Medium
13272,Nylon Skimmer - Black,Kitchen Garden & Pets,Kitchen Accessories,Ebpowon,149,235,Strainer Ladle Spatula,,Medium
13273,Papaya Face & Body Cream,Beauty & Hygiene,Skin Care,Vaadi,139.5,155,Body Care,,Medium
13274,Wood Cleaner,Cleaning & Household,All Purpose Cleaners,Frosch,649,649,Floor & Other Cleaners,3.8,High
13320,Wipes - Gentle Baby,Baby Care,Diapers & Wipes,Himalaya Baby,183,184,Baby Wipes,4.4,Medium
13373,Organic - Turmeric Powder/Arisina Pudi,Foodgrains Oil & Masala,Organic Staples,24 Mantra,48.6,60,Organic Masalas & Spices,4.1,Low
13411,Green Tea - Lemon Grass,Beverages,Tea,Typhoo,163,195,Green Tea,3.9,Medium
9715,Underarm Whitening Cream,Beauty & Hygiene,Skin Care,QRAA,200,200,Body Care,3.4,Medium
9716,Matic - Top Load Detergent,Cleaning & Household,Detergents & Dishwash,Henko,190,190,Detergent Powder Liquid,4.4,Medium
9717,Pure Coconut Oil - Made From Dala Copra Triple Filtered,Beauty & Hygiene,Hair Care,Meera,169.15,199,Hair Oil & Serum,4.5,Medium
13477,Total Effects 7-In-1 -Lightweight Anti- Ageing Moisturizer Cream SPF 15,Beauty & Hygiene,Skin Care,Olay,764.15,899,Face Care,3.8,High
13478,22 Carat Bikaneri Papad - Small,Snacks & Branded Foods,Ready To Cook & Eat,BA KABRA,54,54,Papads Ready To Fry,5,Low
13479,Amber Magic EDP Woody Perfume For Men,Beauty & Hygiene,Fragrances & Deos,Ajmal,1200,2000,Eau De Parfum,,High
13480,Namkeen - Masala Groundnut,Snacks & Branded Foods,Snacks & Namkeen,Sln,31,31,Namkeen & Savoury Snacks,3.6,Low
13531,Microwave Popcorn - Original,Snacks & Branded Foods,Snacks & Namkeen,ACT II,63,70,Chips & Corn Snacks,4.2,Low
13532,Steel Lunch Box/Tiffin Box - Duo Star Blue Opaque,Kitchen Garden & Pets,Storage & Accessories,Signoraware,690,690,Lunch Boxes,3.4,High
13533,Chicken - Mortadella with Green Olives Sliced,Eggs Meat & Fish,Sausages Bacon & Salami,Fresho Signature,225,250,Chicken Sausages,,Medium
13569,Collagen Serum,Beauty & Hygiene,Skin Care,INATUR,1330,1900,Face Care,,High
9843,Oil Replacement,Beauty & Hygiene,Hair Care,Pantene,90,90,Hair Oil & Serum,3.8,Low
9846,Regrowth Hair Oil,Beauty & Hygiene,Skin Care,INATUR,296,370,Aromatherapy,,Medium
9857,Organic Urad - Black Split,Foodgrains Oil & Masala,Organic Staples,Organic Tattva,75,100,Organic Dals & Pulses,3.8,Low
9858,Multi Jar/Can Opener - Plastic,Kitchen Garden & Pets,Kitchen Accessories,NSH,175,299,Kitchen Tools & Other Accessories,,Medium
9861,Tomato Ketchup - Original Blend,Snacks & Branded Foods,Spreads Sauces Ketchup,Del Monte,99,140,Tomato Ketchup & Sauces,4.6,Low
13593,Earl Grey Tea,Beverages,Tea,Tetley,260,260,Tea Bags,4,Medium
13638,Natural Lip Balm - For dry & Chapped Lips,Beauty & Hygiene,Skin Care,Arata Zero Chemicals,224.1,249,Lip Care,3.8,Medium
13691,Deodorant Spray For Men - Dare,Beauty & Hygiene,Fragrances & Deos,Kamasutra,126,210,Men's Deodorants,3.6,Medium
13743,Roasted Coconut Chips - Simply Sweet,Gourmet & World Food,Snacks Dry Fruits Nuts,BLUFF,72,80,Healthy Baked Snacks,,Low
13797,Pickle - Brinjal (Egg Plant) In Oil,Snacks & Branded Foods,Pickles & Chutney,Bolst's,240,240,Other Veg Pickle,4.7,Medium
13798,Advanced Hand Sanitizer,Beauty & Hygiene,Bath & Hand Wash,Trust,100,100,Hand Wash & Sanitizers,3.3,Medium
13809,Natural Henna Powder,Beauty & Hygiene,Hair Care,Banjara's,275,275,Hair & Scalp Treatment,4.2,Medium
13851,Fruit Facial Kit,Beauty & Hygiene,Skin Care,Natures Essence,500,500,Face Care,4,Medium
13852,Fit Me Matte+Poreless Liquid Foundation,Beauty & Hygiene,Makeup,Maybelline New York,439.2,549,Face,3.8,Medium
13853,Muniheal Oil,Beauty & Hygiene,Health & Medicine,Muniyal Ayurveda,120,120,Ayurveda,,Medium
13854,Dune Plastic Basket 222 With Lid,Cleaning & Household,Bins & Bathroom Ware,Nakoda,179,220,Laundry Storage Baskets,2.9,Medium
13855,Blackhead Remover Dermasuction Machine Battery Operated With 4 Nozzles,Beauty & Hygiene,Skin Care,Bronson Professional,530,1000,Face Care,1,High
13906,Container Set,Kitchen Garden & Pets,Storage & Accessories,Princeware,391,391,Containers Sets,,Medium
13907,nuts almonds,Gourmet & World Food,Chocolates & Biscuits,Sapphire,425,425,Luxury Chocolates Gifts,3.5,Medium
13908,Ayurvedic Tea Tree Skin Repair Serum,Beauty & Hygiene,Skin Care,Natural Vibes,479,599,Face Care,4.9,Medium
14014,Salad Dressing - Salad Cream,Gourmet & World Food,Sauces Spreads & Dips,Remia,230,230,Salad Dressings,4.1,Medium
14015,Skin Boosting Vitamins Shot Face Serum,Beauty & Hygiene,Men's Grooming,Man Arden,599,599,Face & Body,4,High
14017,Face Mask 5 Layer In Multicolor Without Valve,Beauty & Hygiene,Health & Medicine,Care 4 All,99,299,Face Masks & Safety Gears,3.7,Low
14018,Easy Adult Diaper - X-Large,Beauty & Hygiene,Health & Medicine,Friends,946,1100,Adult Diapers,2,High
14019,Wildberry Flavoured Condoms,Beauty & Hygiene,Health & Medicine,Durex,150,150,Sexual Wellness,3.8,Medium
14020,Refill Mop - Multi Purpose Cleaning,Cleaning & Household,Mops Brushes & Scrubs,Liao,119,149,Mops Wipers,,Medium
14069,Ripple Small Coffee Mugs - Impression 1101,Kitchen Garden & Pets,Crockery & Cutlery,Claycraft,669,669,Cups Mugs & Tumblers,3.6,High
14070,Wafer Rolls - Kulfi,Snacks & Branded Foods,Biscuits & Cookies,Dukes,75,150,Cream Biscuits & Wafers,4,Low
14071,My Story For Him - Perfumed Deodorant Natural Spray,Beauty & Hygiene,Fragrances & Deos,Embark,295,295,Men's Deodorants,2,Medium
14072,Neptune Water/Juice Glass Tumbler,Kitchen Garden & Pets,Crockery & Cutlery,BB Home,529,699,Glassware,,High
14122,Breeze Paddle Hairbrush - Yellow,Beauty & Hygiene,Hair Care,AGARO,249,249,Tools & Accessories,,Medium
14177,Men Monoi Beard Oil,Beauty & Hygiene,Men's Grooming,INATUR,440,550,Moustache & Beard Care,5,Medium
14231,Raw Chia Seeds - Premium,Gourmet & World Food,Snacks Dry Fruits Nuts,NUTRIWISH,200,200,Roasted Seeds & Nuts,4.8,Medium
14232,Chrysanthemum/Shevanti Flower,Fruits & Vegetables,Flower Bouquets Bunches,Fresho,26,32.5,Marigold,,Low
14233,Pure Aloe Soothing Gel,Beauty & Hygiene,Skin Care,Prakrta,261.25,275,Face Care,2.7,Medium
14283,Pure Hands Purifying Tulsi Hand Wash,Beauty & Hygiene,Bath & Hand Wash,Himalaya,94.3,115,Hand Wash & Sanitizers,4.4,Low
14336,Sugar Release Control Atta/Godihittu,Foodgrains Oil & Masala,Atta Flours & Sooji,Aashirvaad,313.5,330,Atta Whole Wheat,4.2,Medium
14392,Daily Intimate Foam Wash,Beauty & Hygiene,Feminine Hygiene,Clean And Dry,242.1,269,Intimate Wash & Care,4.5,Medium
14393,Instant Tea Premix - Matcha Lemongrass,Beverages,Tea,VAHDAM,244.3,349,Tea Bags,5,Medium
14394,Whole Natural Almonds,Gourmet & World Food,Snacks Dry Fruits Nuts,Habit,315,350,Dry Fruits & Berries,,Medium
14396,Glue Stick,Cleaning & Household,Stationery,B Vishal,149,219,Scissor Glue & Tape,3.9,Medium
14443,Thai Sweet Chilli Sauce,Snacks & Branded Foods,Spreads Sauces Ketchup,Spice Story,100,125,Tomato Ketchup & Sauces,,Medium
14444,Steel Dal/Gravy Basting Spoon - Medium Premium Gem Series BBST27,Kitchen Garden & Pets,Kitchen Accessories,BB Home,99,149,Strainer Ladle Spatula,4.4,Low
14445,Almond Fingers,Bakery Cakes & Dairy,Cookies Rusk & Khari,Cookie Man,350,350,Bakery Biscuits Cookies,3.7,Medium
14495,Veg Hakka Noodles + Schezwan Chutney,Snacks & Branded Foods,Pickles & Chutney,Ching'S Secret,92.57,110,Hakka Noodles,,Low
14550,Muesli - Crunchy (No Added Sugar),Snacks & Branded Foods,Breakfast Cereals,Bagrrys,320,320,Muesli,4.1,Medium
14551,Detan + Whiteglow Moisturising Body Lotion SPF 30 PA+++,Beauty & Hygiene,Skin Care,Vlcc,194.35,299,Body Care,4.2,Medium
14552,Rectangular Container - With lid Multicolour,Kitchen Garden & Pets,Storage & Accessories,Mastercook,90,90,Containers Sets,,Low
14602,Signature Filter Instant Coffee Powder Make Cold Coffee Hot Coffee & Cappuccino,Gourmet & World Food,Drinks & Beverages,TGL Co.,224.25,299,Coffee & Pre-Mix,,Medium
14603,Oil Dispenser/Bottle - Stainless Steel,Kitchen Garden & Pets,Steel Utensils,Crystal,349,525,Steel Storage Containers,3.1,Medium
14604,50-50 Timepass Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Britannia,5,5,Salted Biscuits,3.9,Low
14656,Sugar Free Cashew Cookies,Snacks & Branded Foods,Biscuits & Cookies,Unibic,120,120,Cookies,,Medium
14657,Classic Peanut Butter Smooth - Gluten Free/ Non-GMO/Vegan,Snacks & Branded Foods,Spreads Sauces Ketchup,Alpino,179,179,Choco & Nut Spread,4,Medium
14658,Perfume - Blue For Men,Beauty & Hygiene,Fragrances & Deos,Rasasi,1187.5,1250,Perfume,,High
10228,Corn Flakes,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,270,310,Flakes,4.3,Medium
13997,De-Tan Scrub,Beauty & Hygiene,Skin Care,Khadi Meghdoot,210,210,Face Care,1,Medium
14760,Borosilicate Glass Lunch Box / Tiffin Box Round - Blue,Kitchen Garden & Pets,Storage & Accessories,Borosil,519,545,Lunch Boxes,3.7,High
14812,Jam - Orange Marmalade,Snacks & Branded Foods,Spreads Sauces Ketchup,Snacky,60,60,Jam Conserve Marmalade,3.8,Low
14814,Seal Clips,Cleaning & Household,Bins & Bathroom Ware,Fackelmann,149,149,Hangers Clips & Rope,,Medium
14922,Adult Wet Dog Food - Grilled Liver Chunks Flavour In Gravy With Vegetables,Kitchen Garden & Pets,Pet Food & Accessories,Pedigree,450,500,Pet Meals & Treats,3.9,Medium
14924,OudGold Pour Homme - Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Liberty,2499,2499,Eau De Parfum,,High
14981,Palak,Fruits & Vegetables,Fresh Vegetables,Fresho,25,31.25,Leafy Vegetables,,Low
15028,TLC Soft Gel Hair Colour - Dark Brown,Beauty & Hygiene,Hair Care,Streax,359,359,Hair Color,3.8,Medium
15031,Toothbrush - Slimsoft Advanced Soft Bristles,Beauty & Hygiene,Oral Care,Colgate,108,120,Toothbrush,4.2,Medium
15083,Rocky Road - Milk Chocolate With Fruits Nuts & Crispies,Gourmet & World Food,Chocolates & Biscuits,Fabelle,332.5,350,Luxury Chocolates Gifts,3.4,Medium
15084,Pure Body Mist - For Man,Beauty & Hygiene,Fragrances & Deos,Nike,278.4,348,Body Sprays & Mists,3.8,Medium
15135,Mop - Chandra Kitchen Moppy,Cleaning & Household,Mops Brushes & Scrubs,Gala,75,75,Mops Wipers,4,Low
15137,Kumkumadi Tailam/Facial Oil,Beauty & Hygiene,Skin Care,INATUR,1470,2100,Aromatherapy,,High
15189,Natural Mosquito Repellent Patches,Cleaning & Household,Fresheners & Repellents,Moskito Safe,168.75,225,Mosquito Repellent,4.2,Medium
15190,Peeler Jumbo Assorted Color,Kitchen Garden & Pets,Kitchen Accessories,Ritu,39,52,Knives & Peelers,3.8,Low
15191,Disney Mickey - Bio Berry Baby Body Wash,Baby Care,Baby Bath & Hygiene,BIOTIQUE,135,180,Baby Bath,4.5,Medium
15193,Red Grape & Rooibos,Gourmet & World Food,Drinks & Beverages,Mangajo,175,175,Gourmet Tea & Tea Bags,,Medium
15242,Pasta Sauce - Napoletana,Gourmet & World Food,Sauces Spreads & Dips,Barilla,349,349,Mustard & Cheese Sauces,4,Medium
15243,Essence - Rasberry,Snacks & Branded Foods,Ready To Cook & Eat,Viola,50,50,Home Baking,3,Low
15294,Gliss Hair Repair Ultimate Oil Elixir Oil Replacement,Beauty & Hygiene,Hair Care,Schwarzkopf,425,425,Hair & Scalp Treatment,4.5,Medium
15295,Anti Bacteria Fabric Stiffener - Instant Starch,Cleaning & Household,Detergents & Dishwash,Revive,17,17,Detergent Powder Liquid,4.5,Low
15296,Homme Gold Body Spray,Beauty & Hygiene,Fragrances & Deos,Colour Me,641.25,675,Body Sprays & Mists,,High
15401,Calcium Enriched Choco Spread,Snacks & Branded Foods,Spreads Sauces Ketchup,Nutralite,254.15,299,Choco & Nut Spread,4.4,Medium
15402,Certified Organic Mustard Oil,Foodgrains Oil & Masala,Edible Oils & Ghee,Nutriorg,185.25,195,Other Edible Oils,4.3,Medium
15403,Swarna Lavender Agarbatti,Cleaning & Household,Pooja Needs,Moksh,67.5,75,Agarbatti Incense Sticks,4.3,Low
15404,Pomegranate Plus,Beverages,Fruit Juices & Drinks,B Natural,115,115,Juices,,Medium
10401,Loban,Cleaning & Household,Pooja Needs,Om sri Kar,24,40,Other Pooja Needs,3.7,Low
10402,Fruity Soap Enriched with Narural Lemon Extract,Beauty & Hygiene,Bath & Hand Wash,Harmony,22,22,Bathing Bars & Soaps,4.3,Low
10403,Roasted & Salted - Cashews,Gourmet & World Food,Snacks Dry Fruits Nuts,Delight Nuts,399,399,Roasted Seeds & Nuts,3.8,Medium
15456,Earl Grey Tea,Beverages,Tea,Typhoo,166,195,Tea Bags,4.5,Medium
15507,Swift Plastic Hanger / Cloth Hanger,Cleaning & Household,Bins & Bathroom Ware,Mr. Boss,149,175,Hangers Clips & Rope,3.9,Medium
15508,Colossal Pen Liner,Beauty & Hygiene,Makeup,Maybelline New York,294,420,Eyes,3.8,Medium
15613,Samrakshana Vaastu Deepa Thailam,Foodgrains Oil & Masala,Edible Oils & Ghee,Samvruddhi,333,333,Other Edible Oils,,Medium
15720,Organic Roasted Bengal Gram Whole (Chana),Foodgrains Oil & Masala,Organic Staples,bb Royal,99,130,Organic Dals & Pulses,,Low
15721,Tulsi Powder,Beauty & Hygiene,Health & Medicine,Desi Utthana,99,99,Supplements & Proteins,,Low
15774,Organic Brown Sugar/Sakkare,Foodgrains Oil & Masala,Organic Staples,Organic Nation,68,85,Organic Sugar Jaggery,4.5,Low
15776,Handwash - Mild,Beauty & Hygiene,Bath & Hand Wash,Santoor,272.23,327,Hand Wash & Sanitizers,4.3,Medium
15777,Instant Coffee - Choco Orange Flavour,Beverages,Coffee,Levista,250,250,Instant Coffee,,Medium
15778,Seabuckthorn Juice,Gourmet & World Food,Drinks & Beverages,Nutriorg,499.5,555,Health Drinks,,Medium
15827,BB Home Loofah Brown BH002 BRN 1 pc + Dettol Honey & Shea Butter Gel 250 ml,Beauty & Hygiene,Bath & Hand Wash,bb Combo,249,349,Bathing Accessories,,Medium
15879,Indian Jujube Blossom Honey,Gourmet & World Food,Sauces Spreads & Dips,Sakurafresh,415,415,Honey & Maple Syrup,,Medium
15880,Kitchen/Dusting/Cleaning Mop Cloth - Grey,Cleaning & Household,Mops Brushes & Scrubs,SHAMROCK,95,99,Dust Cloth & Wipes,4,Low
15881,Schezwan Chutney,Snacks & Branded Foods,Spreads Sauces Ketchup,Madhur,90,90,Dips & Dressings,3.6,Low
15882,Chicken Chorizo Sausage,Eggs Meat & Fish,Sausages Bacon & Salami,La Carne,300,300,Chicken Sausages,,Medium
15932,Chai/Opalware Coffee Cup Set - Trinity Green,Kitchen Garden & Pets,Crockery & Cutlery,LaOpala,289,315,Cups Mugs & Tumblers,2.8,Medium
15986,Clean And Dry Wash,Beauty & Hygiene,Feminine Hygiene,Clean And Dry,170.1,189,Intimate Wash & Care,4.3,Medium
15987,Pure Bee Honey - Golden Clear,Gourmet & World Food,Sauces Spreads & Dips,Langnese,890,890,Honey & Maple Syrup,3.4,High
10643,Green Tea Watery Toner,Beauty & Hygiene,Skin Care,It's Skin,891,990,Face Care,,High
10644,Tucuma Colour Preservation Shampoo,Beauty & Hygiene,Hair Care,Amazon Series,1530,1530,Shampoo & Conditioner,,High
10645,Khakhra - Ghee Chutney,Snacks & Branded Foods,Snacks & Namkeen,Daadis,120,120,Namkeen & Savoury Snacks,3.9,Medium
16092,Protonic Instant Energy Booster - Watermelon Flavour,Baby Care,Mothers & Maternity,BTN Sports,600,600,Maternity Health Supplements,,High
16145,Wet Cat Food - Tuna In Jelly For Kittens 2-12 Months,Kitchen Garden & Pets,Pet Food & Accessories,Whiskas,391,420,Pet Meals & Treats,4.2,Medium
16146,Lime Bath Soap,Beauty & Hygiene,Men's Grooming,Cinthol,229.5,270,Bathing Bars & Soaps,4.3,Medium
16199,Cookies - Choconut,Snacks & Branded Foods,Biscuits & Cookies,Unibic,22.5,25,Cookies,4.2,Low
16200,Wrap Salsa - Hot,Gourmet & World Food,Sauces Spreads & Dips,Tex Mex Salsalito,130,130,Hummus Cheese Salsa Dip,,Medium
16201,Mouthwash - Plax Complete Care,Beauty & Hygiene,Oral Care,Colgate,130,130,Mouthwash,4.5,Medium
16253,Basmati Rice Mini Mogra Broken/Tukda 5 Kg + Wheat Flour (Chakki Atta) 10 Kg,Foodgrains Oil & Masala,Atta Flours & Sooji,bb Royal,575,745,Basmati Rice,,High
16254,Kasuri Methi,Foodgrains Oil & Masala,Masalas & Spices,Everest,350,350,Whole Spices,4.3,Medium
16255,Cosmo Girl - Eau De Parfum,Beauty & Hygiene,Fragrances & Deos,Maryaj,669.5,1339,Eau De Parfum,2,High
16275,Protein Plus Vanilla,Beverages,Health Drink Supplement,Horlicks,510,550,Men & Women,4.2,High
16305,Plain Sandige Papad,Snacks & Branded Foods,Ready To Cook & Eat,SDA PAPPADS,42,42,Papads Ready To Fry,3.7,Low
16358,Kids Toothpaste - 2-5yrs Bubble Fruit Motu-Patlu With Colgate Toothbrush Super Junior 0-2 Yrs,Beauty & Hygiene,Oral Care,Colgate,59,59,Toothpaste,4.1,Low
16360,Flaxseed Oil - Omega-3 Omega-6 Omega-9 Vegetarian Capsule,Beauty & Hygiene,Hair Care,Sri Sri Ayurveda,235,235,Hair Oil & Serum,,Medium
16361,Satreetha Ayurvedic Shampoo,Beauty & Hygiene,Health & Medicine,Meghdoot,180,180,Ayurveda,,Medium
10646,Xtra Coffee Pouch,Beverages,Coffee,Continental,57.5,115,Instant Coffee,4.1,Low
10650,Memorica Syrup - Relieves Stress & Enhances Memory,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,90,90,Ayurveda,,Low
10651,Masala Poori Atta,Gourmet & World Food,Cooking & Baking Needs,Graminway,160,160,Flours & Pre-Mixes,4.5,Medium
10652,Udipi Diya,Cleaning & Household,Pooja Needs,Shubhkart,199,225,Other Pooja Needs,2.9,Medium
10653,Coir Pole 2ft tal,Kitchen Garden & Pets,Gardening,Forgreen,229,229,Pots Planters & Trays,4.1,Medium
16464,FunFoods Chocolate Spread,Snacks & Branded Foods,Spreads Sauces Ketchup,Dr. Oetker,199,199,Choco & Nut Spread,4.1,Medium
16520,Shanti Amla Oil,Beauty & Hygiene,Hair Care,Nihar,46.75,55,Hair Oil & Serum,,Low
16521,Litchi Shine Lip Care,Beauty & Hygiene,Skin Care,Himalaya,120,150,Lip Care,3.6,Medium
16522,Oil - Neem,Beauty & Hygiene,Skin Care,Moti's,300,300,Aromatherapy,4,Medium
16574,Olive & Oat Face Wash,Beauty & Hygiene,Skin Care,INATUR,252,420,Face Care,2,Medium
16575,Butter Cookies,Snacks & Branded Foods,Biscuits & Cookies,Amul,10,10,Cookies,4.2,Low
16576,Gouda - Smoked,Gourmet & World Food,Dairy & Cheese,Kodai Cheese,280,280,International Cheese,,Medium
16577,Sugar Free Mints - Black Currant,Gourmet & World Food,Chocolates & Biscuits,IMPACT,120,120,Marshmallow Candy Jelly,4.5,Medium
16628,Toilet Rimblock Dou Burst - Pine,Cleaning & Household,All Purpose Cleaners,Bloo,169,169,Imported Cleaners,,Medium
16629,Cloth Washing Brush - Assorted Colour,Cleaning & Household,Mops Brushes & Scrubs,Aarika,150,150,Toilet & Other Brushes,4,Medium
16630,Oil - Groundnut,Foodgrains Oil & Masala,Edible Oils & Ghee,Freedom,190,220,Other Edible Oils,4.1,Medium
16681,Roll Yo! Strawberry Swiss Roll,Bakery Cakes & Dairy,Cakes & Pastries,Britannia,9,10,Tea Cakes & Slice Cakes,4,Low
16733,Tea - Origins Darjeeling,Beverages,Tea,Twinings,299,299,Tea Bags,4.6,Medium
16734,Pure Melamine Traditional Dinner Set - Olivia,Kitchen Garden & Pets,Crockery & Cutlery,Servewell,1959,2795,Dinner Sets,4.3,High
16735,Chironji,Foodgrains Oil & Masala,Dry Fruits,bb Royal,196,200,Other Dry Fruits,4,Medium
16737,Water Bottle - A5 Note Book Assorted Colour,Kitchen Garden & Pets,Storage & Accessories,SKI,299,299,Water & Fridge Bottles,2.7,Medium
16786,Oats - Rolled 500 g + Chia Seeds 100 g,Gourmet & World Food,Cereals & Breakfast,By Nature,365,365,Imported Oats & Porridge,,Medium
16787,Cold Processed Sandalwood Geranium Hair Cleansing Bar,Beauty & Hygiene,Hair Care,Soulflower,340,400,Shampoo & Conditioner,1.3,Medium
16788,Wheat Flakes - No Added Sugar Total Bran,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,195,195,Flakes,4.4,Medium
16839,Eucalyptus & Spearmint Handmade Luxury Soap,Beauty & Hygiene,Men's Grooming,Man Arden,275,275,Bath & Shower,1,Medium
16893,Coconut Candy,Snacks & Branded Foods,Chocolates & Candies,SDA CANDYS,35,35,Toffee Candy & Lollypop,3.4,Low
16894,Fruit Berry Fusion,Gourmet & World Food,Snacks Dry Fruits Nuts,Rostaa,265.6,320,Dry Fruits & Berries,,Medium
16947,All Time Plastic Hanger / Cloth Hanger 022 - Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,All Time,139,180,Hangers Clips & Rope,2.6,Medium
16948,Soft Light Moisturiser For Face Hand & Body - Non-Sticky Cream With Vitamin E & Jojoba Oil,Beauty & Hygiene,Skin Care,Nivea,173.9,185,Face Care,4.3,Medium
16949,Matic Front Load,Cleaning & Household,Detergents & Dishwash,Henko,340,530,Detergent Powder Liquid,3,Medium
16950,Stainless Steel Dog Feeding Bowl - Large,Kitchen Garden & Pets,Pet Food & Accessories,Drools,212.5,250,Pet Feeding Support,4.2,Medium
16982,Slim Soft Toothbrush,Beauty & Hygiene,Oral Care,Colgate,67.5,75,Toothbrush,3,Low
17000,NHP 8104 Silky Shine Hot & Cold Foldable Hair Dryer - 1400 Watt,Beauty & Hygiene,Hair Care,Nova,430.2,1195,Tools & Accessories,2.7,Medium
17001,LED Bulb - 0.5-Watt Orange Deco Mini Base B22,Kitchen Garden & Pets,Appliances & Electricals,Philips,45,70,CFL & Led Bulbs,4.1,Low
17053,Stress-Free Tablets - Relieve Stress Naturally,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,91,91,Ayurveda,,Low
17055,Almond Flour,Gourmet & World Food,Cooking & Baking Needs,Ketofy,799,799,Flours & Pre-Mixes,5,High
17107,After Lunch With Green Tea Ginger Tulsi Rock Salt,Beverages,Tea,Lipton,170,170,Green Tea,1,Medium
17108,Japanese Teriyaki Sauce,Gourmet & World Food,Sauces Spreads & Dips,HappyChef,149,249,Thai & Asian Sauces,,Medium
17109,Disney Fish Frenzy - Finding Dory Card Game for Kids Multicolour Gift,Cleaning & Household,Stationery,Kaadoo,150,199,Games & Calculators,4.9,Medium
