index_items,product_name,category_name,sub_category,brand_name,sale_price,market_price,type_product,rating_product,price_segment
9856,Panang Curry Paste,Gourmet & World Food,Cooking & Baking Needs,Real Thai,510,510,Curry Paste Coconut Milk,5,High
9900,Mosquito & Fly Killer Spray - Lime Fragrance,Cleaning & Household,Fresheners & Repellents,Baygon,182,182,Insect Repellent,4.1,Medium
9901,Sweet Dreams Chamomile Tea,Gourmet & World Food,Drinks & Beverages,TGL Co.,356.25,475,Gourmet Tea & Tea Bags,,Medium
9903,Lime Juice Cordial,Beverages,Fruit Juices & Drinks,Morton,125,125,Syrups & Concentrates,3,Medium
9954,Copper Mug Plain With Brass Handle,Kitchen Garden & Pets,Steel Utensils,Mr.Copper King,399,595,Copper Utensils,3.5,Medium
9955,Gas Trolley - Plastic Round,Kitchen Garden & Pets,Kitchen Accessories,Anjali,149,180,Kitchen Tools & Other Accessories,4,Medium
9956,Kalamata Olives,Gourmet & World Food,Tinned & Processed Food,Entree,171,180,Olive Jalapeno Gherkin,3.3,Medium
9957,Baby Happy Wet Wipes - Milk & Honey,Baby Care,Diapers & Wipes,Bella,189,189,Baby Wipes,5,Medium
9958,Cologne Spray Ammunition - For Men,Beauty & Hygiene,Fragrances & Deos,USTRAA,455.43,799,Men's Deodorants,4.3,Medium
9959,Prince Pilot Plastic Container - Blue,Kitchen Garden & Pets,Storage & Accessories,Princeware,149,180,Containers Sets,3.3,Medium
10008,After Party Deodorant Body Spray,Beauty & Hygiene,Men's Grooming,Old Spice,179.1,199,Body Sprays & Mists,4.2,Medium
10009,3 Ply Toilet Paper,Cleaning & Household,Disposables Garbage Bag,Sofia,325,325,Toilet Paper,4.5,Medium
10010,Facial Serum - Hydrating Rose,Beauty & Hygiene,Skin Care,ORGANIC INDIA,625,625,Face Care,,High
10061,Steak Sauce - Classic,Gourmet & World Food,Sauces Spreads & Dips,American Garden,230,230,Mustard & Cheese Sauces,4,Medium
10062,Genda Phool/Mariegold Flower/Toran - Orange/Yellow,Cleaning & Household,Pooja Needs,SBE,109,280,Other Pooja Needs,3.3,Medium
10063,Tulsi Doodh Shot,Bakery Cakes & Dairy,Dairy,Amul,22,25,Flavoured Soya Milk,3.9,Low
10064,Bottle Jar Brush,Cleaning & Household,Mops Brushes & Scrubs,Magix,99,99,Toilet & Other Brushes,2.3,Low
10065,Cosmic Clusters Dark Chocolate Cereal,Gourmet & World Food,Cereals & Breakfast,The Nibble Box,485,485,Cereal & Granola Bars,5,Medium
10114,Kidney Beans,Gourmet & World Food,Tinned & Processed Food,Daucy,202.5,225,Beans & Pulses,,Medium
10167,Blender - Power Free,Kitchen Garden & Pets,Kitchen Accessories,Anjali,149,179,Choppers & Graters,3.5,Medium
10168,Flavour Instant Coffee - Nutty Hazelnut,Gourmet & World Food,Drinks & Beverages,Beanies,495,495,Coffee & Pre-Mix,,Medium
10169,Sharbat - Rose,Beverages,Fruit Juices & Drinks,Gulabs,250,250,Syrups & Concentrates,3.7,Medium
10170,PCOS Green Tea - Lavender & Chamomile,Beverages,Tea,&Me,330,330,Green Tea,4.8,Medium
10171,Collagen Anti Ageing Face Mask Sheet,Beauty & Hygiene,Skin Care,Glamveda,120,150,Face Care,4.2,Medium
10221,Cadila Long Drink Water Juice Glass,Kitchen Garden & Pets,Crockery & Cutlery,Ziva,259,399,Glassware,4.2,Medium
10222,Super Deluxe Plastic Bucket Printed - Pink Colour,Cleaning & Household,Bins & Bathroom Ware,Princeware,149,199,Buckets & Mugs,3.5,Medium
10223,Fibre Rich Muesli For Breakfast - No Added Sugar,Gourmet & World Food,Cereals & Breakfast,True Elements,506,595,Muesli & Rice Cakes,,High
10225,Blue Musk Economy Long Box - FG00624,Cleaning & Household,Pooja Needs,Shalimar,54,60,Agarbatti Incense Sticks,5,Low
10226,Purifying Spot Corrector,Beauty & Hygiene,Skin Care,Kaya Clinic,622.5,830,Face Care,3.4,High
10227,Glycerin,Beauty & Hygiene,Skin Care,Moti's,75,75,Body Care,2.8,Low
10275,Soya Milk - Chocolate,Bakery Cakes & Dairy,Dairy,Sofit,261.46,290,Flavoured Soya Milk,4.1,Medium
10329,Hydra Lip Care Kiwi,Beauty & Hygiene,Skin Care,Jovees,142.5,150,Lip Care,2.3,Medium
10330,Storewell Airtight Plastic Container - Transparent Blue Lid,Kitchen Garden & Pets,Storage & Accessories,Laplast,189,299,Containers Sets,3,Medium
10331,Jus-Like - Lobster Bite,Eggs Meat & Fish,Fish & Seafood,Gadre,195,195,Frozen Fish & Seafood,,Medium
10332,Glucose Syrup,Gourmet & World Food,Cooking & Baking Needs,Purix,171,180,Baking Cake Decorations,4,Medium
10333,Essence - Rose,Snacks & Branded Foods,Ready To Cook & Eat,Viola,50,50,Home Baking,3.9,Low
8704,Women's Plus Caramel,Beverages,Health Drink Supplement,Horlicks,240,240,Men & Women,4.4,Medium
8705,Organic Kala Channa/Kadale Kaalu,Foodgrains Oil & Masala,Organic Staples,Pro Nature,79.2,88,Organic Dals & Pulses,4.1,Low
10383,Brass Agarbathi Stand - Plain,Cleaning & Household,Pooja Needs,Trm,125,265,Other Pooja Needs,3.6,Medium
9175,Writing Kit,Cleaning & Household,Stationery,Apsara,245,250,Exam Pads & Pencil Box,4.5,Medium
9176,Moms Tulsi Soap,Beauty & Hygiene,Bath & Hand Wash,Dettol,175.5,195,Bathing Bars & Soaps,4.4,Medium
9177,Bath Brush - Sisal,Beauty & Hygiene,Bath & Hand Wash,Bare Essentials,292.5,325,Bathing Accessories,1.5,Medium
9178,Futura Hard Anodised Induction Compatible Pressure Cooker - Silver IFP30,Kitchen Garden & Pets,Cookware & Non Stick,Hawkins,3399,3525,Pressure Cookers,4.5,High
9180,Merelane 7 Premium Paper Playing Cards,Cleaning & Household,Stationery,Parksons,45,60,Games & Calculators,3,Low
9181,Clay Fresh Shower Gel - Hibiscus & Grapefruit,Beauty & Hygiene,Bath & Hand Wash,Nivea,191.25,225,Shower Gel & Body Wash,4.2,Medium
10442,Green Tea,Beverages,Tea,Typhoo,425,500,Green Tea,3.8,Medium
10488,Chicken - Chilli Salami,Eggs Meat & Fish,Sausages Bacon & Salami,Prasuma,165,165,Chicken Sausages,,Medium
10489,Fragrance Body Spray - Radiate,Beauty & Hygiene,Fragrances & Deos,Fogg,184,230,Women's Deodorants,3.5,Medium
10490,Fresh Tomato Ketchup,Snacks & Branded Foods,Spreads Sauces Ketchup,HappyChef,79,130,Tomato Ketchup & Sauces,4.1,Low
10491,Face Wash - Strawberry Creme,Beauty & Hygiene,Skin Care,Lakme,115.2,120,Face Care,4.2,Medium
10492,Beans - Julienne,Fruits & Vegetables,Fresh Vegetables,Fresho,43,53.75,Cut & Peeled Veggies,,Low
10493,All Natural Panty Liners,Beauty & Hygiene,Feminine Hygiene,Carmesi,425,425,Panty Liners,3.5,Medium
10494,Palette Intensive Colour Cream Long Lasting Intensity 5-68 Medium Chestnut,Beauty & Hygiene,Hair Care,Schwarzkopf,325,325,Hair Color,4.7,Medium
10495,Pants Extra Absorb Diaper - Large Size,Baby Care,Diapers & Wipes,Mamypoko,1339,1998,Diapers,4.3,High
10540,Hand Wash - Anti-Bacterial,Beauty & Hygiene,Bath & Hand Wash,Hygienix,173.13,199,Hand Wash & Sanitizers,4.6,Medium
10593,Ubtan Facial Cleanser - Amla & Aloe Vera,Beauty & Hygiene,Skin Care,ORGANIC INDIA,325,325,Face Care,,Medium
10595,Hand Wash - Orange Peel,Beauty & Hygiene,Bath & Hand Wash,50ap,198,198,Hand Wash & Sanitizers,,Medium
10596,Pain Relief Gel,Beauty & Hygiene,Health & Medicine,Volini,165,165,Everyday Medicine,4.2,Medium
10597,Mogra Agarbatti,Cleaning & Household,Pooja Needs,Arham,15,15,Agarbatti Incense Sticks,3.4,Low
10599,Cheese - Ricotta,Gourmet & World Food,Dairy & Cheese,Impero,359,359,International Cheese,,Medium
10647,Glowing Gold Facial Kit,Beauty & Hygiene,Skin Care,Natures Essence,260,260,Face Care,3.9,Medium
10648,Tuna Chunks In Spring Water,Gourmet & World Food,Tinned & Processed Food,Abbies,199,199,Fish & Tuna,,Medium
10702,California Almond Mildly Salted,Gourmet & World Food,Snacks Dry Fruits Nuts,Disano,279,415,Dry Fruits & Berries,,Medium
10703,Tortilla Chips - Jalapeno,Gourmet & World Food,Sauces Spreads & Dips,Tex Mex Salsalito,81,90,Hummus Cheese Salsa Dip,,Low
10755,Tea Bags - Jasmine,Gourmet & World Food,Drinks & Beverages,Mlesna,350,350,Gourmet Tea & Tea Bags,,Medium
10756,Geranium Essential Oil,Beauty & Hygiene,Skin Care,Organic Harvest,456,600,Aromatherapy,,Medium
10757,Scalp Nourishing Oil,Beauty & Hygiene,Hair Care,Kaya Clinic,773,1190,Hair Oil & Serum,5,High
10758,Papaya & Apricot Scrub,Beauty & Hygiene,Skin Care,Vlcc,117,180,Face Care,4.1,Medium
10760,Organic Seeds - Flax,Foodgrains Oil & Masala,Organic Staples,Organic Tattva,33.25,35,Organic Dry Fruits,4.1,Low
10761,Green Tea - Natural,Beverages,Tea,Good Morning,175,350,Green Tea,,Medium
10762,Nuts & Seeds Bar - Dark Chocolate & Sea Salt,Gourmet & World Food,Snacks Dry Fruits Nuts,Monsoon Harvest,75,75,Roasted Seeds & Nuts,4.7,Low
10784,Mackeral Fish,Eggs Meat & Fish,Fish & Seafood,H.S. Dry Fish,60,60,Dry Fish,,Low
10808,Gulkand Milkshake,Bakery Cakes & Dairy,Dairy,Cavins,127.89,150,Flavoured Soya Milk,4,Medium
10809,Knife - All Purpose Stainless Steel Multicolour,Kitchen Garden & Pets,Kitchen Accessories,Crystal,139,145,Knives & Peelers,4.1,Medium
10810,Coconut Cookies,Snacks & Branded Foods,Biscuits & Cookies,Tasties,80.67,120,Cookies,,Low
10863,Cheese - Cheddar,Bakery Cakes & Dairy,Dairy,Milky Mist,154,175,Cheese,4,Medium
10864,Menstrual Cup - Small Size For Women Above 30 Years Of Age Or Who Have Given Birth,Beauty & Hygiene,Feminine Hygiene,Meneza,1079.28,1499,Tampons & Menstrual Cups,,High
10917,Pumpkin - Organically Grown,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,28,35,Organic Vegetables,,Low
10918,Hair Styling Gel,Beauty & Hygiene,Men's Grooming,Qraa Men,240,240,Hair Care & Styling,,Medium
10920,Ultrathin Sensitive Toothbrush,Beauty & Hygiene,Oral Care,Oral-B,120,120,Toothbrush,4,Medium
10921,Polka White - Railing Metal Pot Planter Pink Medium,Kitchen Garden & Pets,Gardening,Klassic,359,359,Pots Planters & Trays,3.4,Medium
10922,Plastic Container Storage Beauty & Fresh Containers,Kitchen Garden & Pets,Storage & Accessories,Cosmo,109,191,Containers Sets,3.7,Medium
10924,Choice Long Sanitary Pads,Beauty & Hygiene,Feminine Hygiene,Whisper,90,90,Sanitary Napkins,3,Low
10969,Sports Mix - Roasted Almonds Cashews Pistachios Dried Blueberries Cranberries & Raisins,Gourmet & World Food,Snacks Dry Fruits Nuts,Nutty Gritties,585,585,Dry Fruits & Berries,,High
10970,Chocos Crunchy Bites,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,10,10,Kids Cereal,4.1,Low
10971,Hair Oil - Active Care Anti Dandruff,Beauty & Hygiene,Hair Care,Clear,110,110,Hair Oil & Serum,4.5,Medium
10975,Mozzarella Blend Dice,Bakery Cakes & Dairy,Dairy,Go,115,125,Cheese,3.9,Medium
11022,Shatpatri - Wild Indian Rose Refreshing Body Wash,Beauty & Hygiene,Bath & Hand Wash,Just Herbs,531.25,625,Shower Gel & Body Wash,4,High
11023,Crackers - Cheese & Sugar 10 Crackers,Gourmet & World Food,Chocolates & Biscuits,Gery Gone Mad,240,300,Crackers & Digestive,4.5,Medium
11024,Cascade Moisturising Day Care Lotion,Beauty & Hygiene,Skin Care,Just Herbs,645,645,Body Care,,High
11075,Spice Blend Combo Pack,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,1995,1995,Curry Paste Coconut Milk,,High
11076,Deltoid Lite Face Mask In Grey Knit Fabric With Binding - 1S1022-XL,Beauty & Hygiene,Health & Medicine,3BO,245,245,Face Masks & Safety Gears,5,Medium
11077,Powder - Asafoetida Premium,Foodgrains Oil & Masala,Masalas & Spices,The Spice Club,176,176,Powdered Spices,3.8,Medium
11078,Nutritional Powder - Kesar Badam,Beverages,Health Drink Supplement,Pediasure,310,310,Children (2-5 Yrs),4.1,Medium
11129,Center Filled Cookie - Coffee,Bakery Cakes & Dairy,Cookies Rusk & Khari,Fresho Signature,29,49,Premium Cookies,4.2,Low
11182,Bitter Gourd - Forest,Fruits & Vegetables,Fresh Vegetables,Fresho,65,81.25,Gourd Pumpkin Drumstick,,Low
11183,Antiseptic Liquid 1 L + Laundry Sanitizer- Fresh Linen 480 ml,Beauty & Hygiene,Health & Medicine,Dettol,423,471.29,Antiseptics & Bandages,,Medium
11184,Magic Mop - Heavy Duty PVA Expandable With Steel Stick,Cleaning & Household,Mops Brushes & Scrubs,Liao,539,995,Mops Wipers,,High
11186,Plus Egg - Veg Feed & No Bad Odour,Eggs Meat & Fish,Eggs,Best,69.3,73,Farm Eggs,,Low
11238,Fine Besan/Kadale Hittu - 100% Chana Dal,Foodgrains Oil & Masala,Atta Flours & Sooji,Tata Sampann,106,125,Sooji Maida & Besan,4.1,Medium
11240,Cheese Slices Plain,Bakery Cakes & Dairy,Dairy,Go,399,399,Cheese,4,Medium
11241,Whole Wheat Kulcha,Snacks & Branded Foods,Ready To Cook & Eat,Bon & Bread,55,55,Heat & Eat Ready Meals,,Low
11242,Clothes-Accessories Hanger - Plastic Red - RedÃƒâ€šÃ‚ BB BB 589 3,Cleaning & Household,Bins & Bathroom Ware,DP,189,240,Hangers Clips & Rope,,Medium
11243,Turbo Bright Anti-Pollution Double Action Face Wash,Beauty & Hygiene,Men's Grooming,Garnier Men,213.75,285,Face & Body,4.5,Medium
11244,Lezzet Culinary Essence Assorted Flavours,Gourmet & World Food,Cooking & Baking Needs,Lezzet,285,300,Baking Cake Decorations,,Medium
11245,Salad Dressing - Italian,Gourmet & World Food,Sauces Spreads & Dips,Remia,230,230,Salad Dressings,3.7,Medium
11291,Namkeen - Spicy Moong Dal,Snacks & Branded Foods,Snacks & Namkeen,Sln,25,25,Namkeen & Savoury Snacks,4.2,Low
11292,Red Puttu Powder,Foodgrains Oil & Masala,Atta Flours & Sooji,Manna,40,40,Rice & Other Flours,4.3,Low
11293,Sandwich Slices,Gourmet & World Food,Tinned & Processed Food,Entree,125.4,132,Tomatoes & Vegetables,1,Medium
11345,ESPY EDP - For Women,Beauty & Hygiene,Fragrances & Deos,Creation Lamis,1234.05,1299,Eau De Parfum,,High
11346,Green Tea With Moringa,Beverages,Tea,Sprig Tea,170.05,179,Green Tea,3.6,Medium
11347,Ivory Glass Bottle - Black Abstract Design,Kitchen Garden & Pets,Storage & Accessories,Treo,190,190,Water & Fridge Bottles,,Medium
11355,Green Tea - Marigold & Lemongrass,Beverages,Tea,Octavius,275,275,Green Tea,,Medium
11397,Rat/Mouse Glue Pad - No Smell Non-Poisonous Jumbo Size,Cleaning & Household,Fresheners & Repellents,HIT,324,360,Insect Repellent,4.1,Medium
11398,Premium Baby Wet Wipes With Aloe Vera - Paraben Free,Baby Care,Diapers & Wipes,Bodyguard,200,250,Baby Wipes,3.9,Medium
11399,Onion Hair Oil For Split Ends & Premature Hair Loss,Beauty & Hygiene,Hair Care,Khadi Meghdoot,375,375,Hair Oil & Serum,,Medium
9244,Coconut - Large,Fruits & Vegetables,Fresh Fruits,Fresho,37.5,37.5,Seasonal Fruits,,Low
9245,Yoga Cube Reed Diffuser,Cleaning & Household,Fresheners & Repellents,Soulflower,1250,1250,Air Freshener,,High
9246,Bio Fruit Flawless Whitening & Depigmentation Face Pack,Beauty & Hygiene,Skin Care,BIOTIQUE,367,490,Face Care,4.3,Medium
11513,Water Bottle - Crystal Blue,Kitchen Garden & Pets,Storage & Accessories,Cello,275,275,Water & Fridge Bottles,,Medium
11514,Munich Cool Transparent Glass Beer Mug,Kitchen Garden & Pets,Crockery & Cutlery,Treo,249,320,Glassware,4.2,Medium
11517,Majuphal Powder,Beauty & Hygiene,Health & Medicine,Bixa Botanical,545,545,Ayurveda,,High
11620,Jam - Strawberry Preserve,Gourmet & World Food,Sauces Spreads & Dips,Dana,280,280,Jams Marmalade Spreads,4.4,Medium
11621,Wheat Grass Powder,Beauty & Hygiene,Health & Medicine,By Nature,380,380,Supplements & Proteins,4.4,Medium
11622,Slim Soft Sensitive & Ultra Soft Bristles Toothbrush,Beauty & Hygiene,Oral Care,Colgate,54,60,Toothbrush,4.3,Low
11672,Baked Pretzos - Sea Salt,Gourmet & World Food,Snacks Dry Fruits Nuts,Hunter's Gourmet,199,325,Nachos & Chips,2.5,Medium
11673,Navaratan Mix Mouth Freshener,Foodgrains Oil & Masala,Dry Fruits,Marudhar,161.5,190,Mukhwas,,Medium
11675,Pickle - Amla (Without Garlic),Snacks & Branded Foods,Pickles & Chutney,Priya,90,90,Other Veg Pickle,4.1,Low
11724,Gentle Cleanse Tooth Brush With Himalayan Rock Salt - Soft,Beauty & Hygiene,Oral Care,Pepsodent,65,65,Toothbrush,4.1,Low
11725,Pure Hands Moisturizing Hand Wash - Tulsi & Aloe,Beauty & Hygiene,Bath & Hand Wash,Himalaya,83.6,95,Hand Wash & Sanitizers,4.3,Low
11726,Platinum Triply Stainless Steel Induction Base Saucepot/Casserole With Lid - 20 cm,Kitchen Garden & Pets,Cookware & Non Stick,Vinod,2199,3250,Cook And Serve,5,High
11727,Nomad - Pocket Deodorant - 0% Gas,Beauty & Hygiene,Fragrances & Deos,Old Spice,71.25,75,Men's Deodorants,4.1,Low
11734,Mitha Pan,Foodgrains Oil & Masala,Dry Fruits,Marudhar,102,120,Mukhwas,4.5,Medium
11776,Magix Bathroom Wiper With 3 Feet Rod & 14 Inch Wiper,Cleaning & Household,Mops Brushes & Scrubs,Magix,165,165,Mops Wipers,3.2,Medium
11777,Bath Brush - Large Mesh Golden Brown,Beauty & Hygiene,Bath & Hand Wash,Panache,159.2,199,Bathing Accessories,4.7,Medium
11778,Instant Breakfast Cereal,Snacks & Branded Foods,Ready To Cook & Eat,Namhya,420,420,Breakfast & Snack Mixes,,Medium
11779,Olive Leaf Infusion - Olive & Basil Leaves,Gourmet & World Food,Drinks & Beverages,BORGES,134.99,149,Gourmet Tea & Tea Bags,,Medium
11780,Barking Up the Tea Tree Anti-Itch Dog Shampoo,Kitchen Garden & Pets,Pet Food & Accessories,Captain Zack,360,360,Pet Cleaning & Grooming,4.5,Medium
11781,Juice - Apple with No Added Sugar 1 l + Orange 1 l,Beverages,Fruit Juices & Drinks,Real Activ,216,270,Juices,,Medium
11829,Disney Multipurpose Portable Table/Desk/Rack/Stool/Shelf - Assorted Colour,Cleaning & Household,Bins & Bathroom Ware,JOYO,639,1113,Bath Stool Basin & Sets,4.2,High
11830,Tricone - Two In One Ice Cream,Bakery Cakes & Dairy,Ice Creams & Desserts,Amul,30,30,Ice Creams,3.7,Low
11831,Kesar Peda,Snacks & Branded Foods,Indian Mithai,Sangam Sweets,320,320,Fresh Sweets,5,Medium
11832,Nature's Super Foods Organic Arhar/Tur Dal,Foodgrains Oil & Masala,Organic Staples,Aashirvaad,103.5,115,Organic Dals & Pulses,4.4,Medium
11833,Sunny Lemony Tea,Beverages,Tea,Eco Valley,148.75,175,Leaf & Dust Tea,4.5,Medium
11881,Mad Angles - Achaari Masti,Snacks & Branded Foods,Snacks & Namkeen,Bingo,102,120,Chips & Corn Snacks,4.2,Medium
11882,Cranberry Blueberry Muesli - Fibre Rich Breakfast Cereal,Snacks & Branded Foods,Breakfast Cereals,True Elements,265,295,Muesli,4,Medium
11883,Raisins Dark Chocolate Bar - Pure Belgian,Gourmet & World Food,Chocolates & Biscuits,Lindberg,226.1,378,International Chocolates,,Medium
11884,Organic Yellai Vadaams - White Rice,Snacks & Branded Foods,Ready To Cook & Eat,Wild Ideas,50,50,Papads Ready To Fry,4.2,Low
11885,Potato Crisps - Classic Salted,Snacks & Branded Foods,Snacks & Namkeen,Parle,20.1,30,Chips & Corn Snacks,4.1,Low
11887,Tooth Brush - Kid 3-6 Years,Beauty & Hygiene,Oral Care,Trisa,229,229,Toothbrush,4.2,Medium
11936,Crisp & Shine Floral Fusion Fabric Enhancer,Cleaning & Household,Detergents & Dishwash,Ujala Supreme,45,55,Fabric Pre Post Wash,4.4,Low
11937,Charcoal Facial Kit - 6 steps,Beauty & Hygiene,Skin Care,Astaberry,1500,1500,Face Care,4.5,High
11938,Appam / Idiyappam / Pathiri Podi,Foodgrains Oil & Masala,Atta Flours & Sooji,Pavizham,89,89,Rice & Other Flours,4.2,Low
11939,Chilli Cheesy Nuggets,Snacks & Branded Foods,Frozen Veggies & Snacks,McCain,130,130,Frozen Veg Snacks,4,Medium
11988,Sweet Revival Chocolate Peel-Off Mask,Beauty & Hygiene,Skin Care,Aroma Treasures,715.5,795,Face Care,,High
11990,Palette Intensive Colour Cream Long Lasting Intensity 9-0 Extra Light Blonde,Beauty & Hygiene,Hair Care,Schwarzkopf,325,325,Hair Color,5,Medium
11991,Dishwasher Salt,Cleaning & Household,All Purpose Cleaners,Fortune,200,200,Imported Cleaners,5,Medium
11992,Tamarind Paste,Snacks & Branded Foods,Ready To Cook & Eat,Fazlani Foods,99,99,Heat & Eat Ready Meals,4,Low
12042,Mouthwash - Colgate Plax Gentle Care,Beauty & Hygiene,Oral Care,Colgate,117,130,Mouthwash,4.3,Medium
12043,Essential Oil - Jasmine,Beauty & Hygiene,Skin Care,Aroma Magic,375,500,Aromatherapy,5,Medium
12044,Collapsible Round Silicone Funnel - Blue,Kitchen Garden & Pets,Kitchen Accessories,Cook4U,79,149,Kitchen Tools & Other Accessories,4.4,Low
12045,Stainless Steel Storage Containers With See Through Lid - Assorted,Kitchen Garden & Pets,Steel Utensils,Joyo Steel,275,420,Steel Storage Containers,3.2,Medium
12148,Organic - Whole Dry Red Chilli,Foodgrains Oil & Masala,Masalas & Spices,bb Royal,53,55,Organic Masalas & Spices,,Low
12149,Kitchen Towel In Roll,Cleaning & Household,Mops Brushes & Scrubs,York,477,530,Dust Cloth & Wipes,4.3,Medium
12150,Thousand Island Eggless Dressing,Gourmet & World Food,Sauces Spreads & Dips,HappyChef,119,149,Salad Dressings,,Medium
12151,Organic - Red Rice Rava,Foodgrains Oil & Masala,Atta Flours & Sooji,bb Royal,38,45,Organic Flours,,Low
12255,Stainless Steel Gas Light,Kitchen Garden & Pets,Kitchen Accessories,Ritu,109,142,Lighters,4.1,Medium
12256,Chocolate - Eclairs,Gourmet & World Food,Chocolates & Biscuits,Sapphire,250,250,International Chocolates,2,Medium
12257,Butter Cookies,Bakery Cakes & Dairy,Cookies Rusk & Khari,Milk Ma,40,40,Bakery Biscuits Cookies,4.1,Low
12258,Swat Pet Water Bottle - Pink,Kitchen Garden & Pets,Storage & Accessories,Nayasa,239,329,Water & Fridge Bottles,3,Medium
12310,Classic Dog Food - Chicken Flavor,Kitchen Garden & Pets,Pet Food & Accessories,Companian Pets,375,375,Pet Meals & Treats,,Medium
12311,DurgaÃ‚ Shakti Agarbatti,Cleaning & Household,Pooja Needs,Maya,47,50,Agarbatti Incense Sticks,4.2,Low
12362,Chicken - Cheese & Onion Sausages,Eggs Meat & Fish,Sausages Bacon & Salami,Tannys,215,215,Chicken Sausages,,Medium
12363,Wellness Tea Assortment Tea Bags Box,Gourmet & World Food,Drinks & Beverages,TGL Co.,199.2,249,Gourmet Tea & Tea Bags,,Medium
12364,Hand Wash - Tropical Friut,Beauty & Hygiene,Bath & Hand Wash,50 Ap,99,99,Hand Wash & Sanitizers,3.4,Low
12365,Bhringraj Neem & Shikakai Hair Oil,Beauty & Hygiene,Hair Care,Fizzy Fern,463.25,545,Hair Oil & Serum,3.3,Medium
12366,Oil Clear & Glow Soap Bar,Beauty & Hygiene,Bath & Hand Wash,Pears,45,45,Bathing Bars & Soaps,4.3,Low
12415,45% Mild Dark Chocolate with Caramelised Almonds and Sea Salt,Gourmet & World Food,Chocolates & Biscuits,Daarzel,148.5,165,International Chocolates,,Medium
12416,Taft Looks V12 Power Gel Speed Hold 12,Beauty & Hygiene,Men's Grooming,Schwarzkopf,425,425,Hair Care & Styling,,Medium
12417,Single Line Soft Bound Long Book Feminine Series - 21x29.7 cm,Cleaning & Household,Stationery,Navneet Youva,53,55,Notebooks Files Folders,5,Low
12418,Cottage Style Potato Crisps - Piri Piri,Gourmet & World Food,Snacks Dry Fruits Nuts,Opera,49,60,Nachos & Chips,3.8,Low
12420,Men - Hair Removal Body Cream,Beauty & Hygiene,Men's Grooming,Oxylife,150,150,Face & Body,4.2,Medium
12468,Airtight Storage Plastic Container - Printed Kitchen Queen Green Small,Kitchen Garden & Pets,Storage & Accessories,Asian,139,243,Containers Sets,3.2,Medium
12469,Fields of Gold Organic Amaranth,Foodgrains Oil & Masala,Organic Staples,PRISTINE,180,180,Organic Dals & Pulses,3,Medium
12470,50-50 Sweet & Salty Biscuits,Snacks & Branded Foods,Biscuits & Cookies,Britannia,30,30,Salted Biscuits,4.1,Low
12471,Geometry Box - Export,Cleaning & Household,Stationery,Natraj,69,70,Exam Pads & Pencil Box,2.8,Low
12521,Up Or Down Body Mist - For Man,Beauty & Hygiene,Fragrances & Deos,Nike,313.2,348,Body Sprays & Mists,3.5,Medium
12573,Spark Power Series Perfume Spray,Beauty & Hygiene,Fragrances & Deos,Kamasutra,136.5,210,Men's Deodorants,4,Medium
12574,Sensitive Toothpaste - Rapid Relief,Beauty & Hygiene,Oral Care,Sensodyne,311.64,320,Toothpaste,4.4,Medium
12576,GoSlim - Natural Way To Slim,Beauty & Hygiene,Health & Medicine,GoYNG,1499,1499,Supplements & Proteins,,High
12577,Certified Organic Extra Virgin Coconut Oil,Foodgrains Oil & Masala,Edible Oils & Ghee,Nutriorg,555.75,585,Other Edible Oils,4.4,High
12578,Nourishing Shampoo,Beauty & Hygiene,Hair Care,Green Leaf,130,130,Shampoo & Conditioner,4.8,Medium
12625,Instant Popcorn - Butter,Gourmet & World Food,Snacks Dry Fruits Nuts,4700BC,27,30,Gourmet Popcorn,,Low
12626,Lemongrass Hexagon Bath Personal Care Gift Set,Beauty & Hygiene,Bath & Hand Wash,Soulflower,1050,1500,Bathing Bars & Soaps,,High
12628,Rat/Mouse Glue Pad - No Smell Non-Poisonous,Cleaning & Household,Fresheners & Repellents,HIT,270,300,Insect Repellent,3.8,Medium
12630,Mouthwash - Plax Freshmint Splash,Beauty & Hygiene,Oral Care,Colgate,180,240,Mouthwash,4.3,Medium
12679,Ultra Absorbent Disposable Period Panties for Sanitary Protection - S-M,Beauty & Hygiene,Feminine Hygiene,EverEve,50,100,Sanitary Napkins,5,Low
12680,Regenerating Day Cream,Beauty & Hygiene,Skin Care,Kaya Clinic,1550,1550,Face Care,3.7,High
12681,Hair Oil - Flaky,Beauty & Hygiene,Hair Care,Aroma Magic,340,400,Hair Oil & Serum,,Medium
12682,Light - Apple Juice Based Drink,Beverages,Energy & Soft Drinks,Appy Fizz,280,280,Cold Drinks,4.9,Medium
12683,Mughlai Tikka Masala Spice Mix,Gourmet & World Food,Cooking & Baking Needs,Entree,76,80,Herbs Seasonings & Rubs,3,Low
12732,Ginger Oat Cookies,Bakery Cakes & Dairy,Cookies Rusk & Khari,Nourish Organics,225,225,Premium Cookies,3.6,Medium
12733,Power 10 Formula Propolis,Beauty & Hygiene,Skin Care,It's Skin,990,1100,Face Care,5,High
12734,Dog Food - Chicken & Vegetable Puppy Dog,Kitchen Garden & Pets,Pet Food & Accessories,Purepet,272,320,Pet Meals & Treats,3.5,Medium
